Sentence 1	Sentence 2	Combined	Concept Strings	Concept Synsets
A man dressed in a red shirt and black pants. 	A man in a red shirt	A man dressed in a red shirt and black pants and in a red shirt	['man', 'pants', 'shirt']	['man.n.01', 'trouser.n.01', 'shirt.n.01']
A man dressed in a red shirt and black pants. 	a man is wearing glasses	A man dressed in a red shirt and black pants and is wearing glasses	['man', 'pants', 'glasses']	['man.n.01', 'trouser.n.01', 'spectacles.n.01']
A man dressed in a red shirt and black pants. 	a man wears grey shoes	A man dressed in a red shirt and black pants and wears grey shoes	['man', 'pants', 'sneakers']	['man.n.01', 'trouser.n.01', 'gym_shoe.n.01']
A man dressed in a red shirt and black pants. 	a man has brown shoes on 	A man dressed in a red shirt and black pants and has brown shoes on	['man', 'pants', 'shoes']	['man.n.01', 'trouser.n.01', 'shoe.n.01']
A man dressed in a red shirt and black pants. 	A man dressed in a red shirt and black pants. 	A man dressed in a red shirt and black pants and dressed in a red shirt and black pants.	['man', 'pants', 'shirt']	['man.n.01', 'trouser.n.01', 'shirt.n.01']
A man dressed in a red shirt and black pants. 	A man wearing a gray jacket and gray pants. 	A man dressed in a red shirt and black pants and wearing a gray jacket and gray pants.	['man', 'pants', 'jacket']	['man.n.01', 'trouser.n.01', 'jacket.n.01']
A man dressed in a red shirt and black pants. 	man is wearing red tshirt	A man dressed in a red shirt and black pants and is wearing red tshirt	['man', 'pants', 'shirt']	['man.n.01', 'trouser.n.01', 'shirt.n.01']
A man dressed in a red shirt and black pants. 	man is holding his chin	A man dressed in a red shirt and black pants and is holding his chin	['man', 'pants', 'chin']	['man.n.01', 'trouser.n.01', 'chin.n.01']
A man dressed in a red shirt and black pants. 	man is wearing brown shoes	A man dressed in a red shirt and black pants and is wearing brown shoes	['man', 'pants', 'shoes']	['man.n.01', 'trouser.n.01', 'shoe.n.01']
A man dressed in a red shirt and black pants. 	the man wears a red t shirt 	A man dressed in a red shirt and black pants and wears a red t shirt	['man', 'pants', 'shirt']	['man.n.01', 'trouser.n.01', 'shirt.n.01']
A man dressed in a red shirt and black pants. 	a man in glasses	A man dressed in a red shirt and black pants and in glasses	['man', 'pants', 'glasses']	['man.n.01', 'trouser.n.01', 'spectacles.n.01']
A man dressed in a red shirt and black pants. 	A man in a gray hoodie	A man dressed in a red shirt and black pants and in a gray hoodie	['man', 'pants', 'jacket']	['man.n.01', 'trouser.n.01', 'jacket.n.01']
A man dressed in a red shirt and black pants. 	man wearing silver backpack	A man dressed in a red shirt and black pants and wearing silver backpack	['man', 'pants', 'backpack']	['man.n.01', 'trouser.n.01', 'backpack.n.01']
A man dressed in a red shirt and black pants. 	man is about to cross the road	A man dressed in a red shirt and black pants and is about to cross the road	['man', 'pants', 'crosswalk']	['man.n.01', 'trouser.n.01', 'crossing.n.05']
A man dressed in a red shirt and black pants. 	man has folded sleeves	A man dressed in a red shirt and black pants and has folded sleeves	['man', 'pants', 'sleeves']	['man.n.01', 'trouser.n.01', 'sleeve.n.01']
A man dressed in a red shirt and black pants. 	man is wearing black and white tshirt	A man dressed in a red shirt and black pants and is wearing black and white tshirt	['man', 'pants', 'shirt']	['man.n.01', 'trouser.n.01', 'shirt.n.01']
A man dressed in a red shirt and black pants. 	man is looking at the computer	A man dressed in a red shirt and black pants and is looking at the computer	['man', 'pants', 'computer']	['man.n.01', 'trouser.n.01', 'computer.n.01']
A man dressed in a red shirt and black pants. 	mans hand is on the keyboard	A man dressed in a red shirt and black pants and hand is on the keyboard	['man', 'pants', 'hand']	['man.n.01', 'trouser.n.01', 'hand.n.01']
A man dressed in a red shirt and black pants. 	the man has glasses on 	A man dressed in a red shirt and black pants and has glasses on	['man', 'pants', 'glasses']	['man.n.01', 'trouser.n.01', 'spectacles.n.01']
A man dressed in a red shirt and black pants. 	man has folded his sleeves	A man dressed in a red shirt and black pants and has folded his sleeves	['man', 'pants', 'sleeves']	['man.n.01', 'trouser.n.01', 'sleeve.n.01']
A man dressed in a red shirt and black pants. 	man has folded his sleeves	A man dressed in a red shirt and black pants and has folded his sleeves	['man', 'pants', 'sleeve']	['man.n.01', 'trouser.n.01', 'sleeve.n.01']
A man dressed in a red shirt and black pants. 	man has a white and black tshirt	A man dressed in a red shirt and black pants and has a white and black tshirt	['man', 'pants', 'shirt']	['man.n.01', 'trouser.n.01', 'shirt.n.01']
A man dressed in a red shirt and black pants. 	mans jackets are touching the floor	A man dressed in a red shirt and black pants and jackets are touching the floor	['man', 'pants', 'jacket']	['man.n.01', 'trouser.n.01', 'jacket.n.01']
A man dressed in a red shirt and black pants. 	A man sitting at a desk 	A man dressed in a red shirt and black pants and sitting at a desk	['man', 'pants', 'desk']	['man.n.01', 'trouser.n.01', 'desk.n.01']
A man dressed in a red shirt and black pants. 	the man is using a computer to  the right	A man dressed in a red shirt and black pants and is using a computer to the right	['man', 'pants', 'computer']	['man.n.01', 'trouser.n.01', 'computer.n.01']
A man dressed in a red shirt and black pants. 	a man in a grey shirt	A man dressed in a red shirt and black pants and in a grey shirt	['man', 'pants', 'shirt']	['man.n.01', 'trouser.n.01', 'shirt.n.01']
A man dressed in a red shirt and black pants. 	A man using a computer. 	A man dressed in a red shirt and black pants and using a computer.	['man', 'pants', 'computer']	['man.n.01', 'trouser.n.01', 'computer.n.01']
A man dressed in a red shirt and black pants. 	Man looking at computer	A man dressed in a red shirt and black pants and looking at computer	['man', 'pants', 'computer']	['man.n.01', 'trouser.n.01', 'computer.n.01']
A man dressed in a red shirt and black pants. 	man is wearing grey shirt	A man dressed in a red shirt and black pants and is wearing grey shirt	['man', 'pants', 'shirt']	['man.n.01', 'trouser.n.01', 'shirt.n.01']
A man wearing a gray jacket and gray pants. 	Red and blue jacket hanging on back of chair	A man wearing a gray jacket and gray pants red and blue jacket hanging on back of chair	['man', 'jacket', 'chair']	['man.n.01', 'jacket.n.01', 'chair.n.01']
A man wearing a gray jacket and gray pants. 	mans jackets are touching the floor	A man wearing a gray jacket and gray pants mans jackets are touching the floor	['man', 'jacket', 'floor']	['man.n.01', 'jacket.n.01', 'floor.n.01']
A man wearing a gray jacket and gray pants. 	man is wearing sneakers	A man wearing a gray jacket and gray pants and is wearing sneakers	['man', 'jacket', 'sneakers']	['man.n.01', 'jacket.n.01', 'gym_shoe.n.01']
A man wearing a gray jacket and gray pants. 	A man in a red shirt	A man wearing a gray jacket and gray pants and in a red shirt	['man', 'jacket', 'shirt']	['man.n.01', 'jacket.n.01', 'shirt.n.01']
A man wearing a gray jacket and gray pants. 	a man is wearing glasses	A man wearing a gray jacket and gray pants and is wearing glasses	['man', 'jacket', 'glasses']	['man.n.01', 'jacket.n.01', 'spectacles.n.01']
A man wearing a gray jacket and gray pants. 	a man wears grey shoes	A man wearing a gray jacket and gray pants and wears grey shoes	['man', 'jacket', 'sneakers']	['man.n.01', 'jacket.n.01', 'gym_shoe.n.01']
A man wearing a gray jacket and gray pants. 	a man has brown shoes on 	A man wearing a gray jacket and gray pants and has brown shoes on	['man', 'jacket', 'shoes']	['man.n.01', 'jacket.n.01', 'shoe.n.01']
A man wearing a gray jacket and gray pants. 	A man dressed in a red shirt and black pants. 	A man wearing a gray jacket and gray pants and dressed in a red shirt and black pants.	['man', 'jacket', 'shirt']	['man.n.01', 'jacket.n.01', 'shirt.n.01']
A man wearing a gray jacket and gray pants. 	A man dressed in a red shirt and black pants. 	A man wearing a gray jacket and gray pants and dressed in a red shirt and black pants.	['man', 'jacket', 'pants']	['man.n.01', 'jacket.n.01', 'trouser.n.01']
A man wearing a gray jacket and gray pants. 	A man wearing a gray jacket and gray pants. 	A man wearing a gray jacket and gray pants and wearing a gray jacket and gray pants.	['man', 'jacket', 'pants']	['man.n.01', 'jacket.n.01', 'trouser.n.01']
A man wearing a gray jacket and gray pants. 	man is wearing red tshirt	A man wearing a gray jacket and gray pants and is wearing red tshirt	['man', 'jacket', 'shirt']	['man.n.01', 'jacket.n.01', 'shirt.n.01']
A man wearing a gray jacket and gray pants. 	man is holding his chin	A man wearing a gray jacket and gray pants and is holding his chin	['man', 'jacket', 'chin']	['man.n.01', 'jacket.n.01', 'chin.n.01']
A man wearing a gray jacket and gray pants. 	man is wearing brown shoes	A man wearing a gray jacket and gray pants and is wearing brown shoes	['man', 'jacket', 'shoes']	['man.n.01', 'jacket.n.01', 'shoe.n.01']
A man wearing a gray jacket and gray pants. 	the man wears a red t shirt 	A man wearing a gray jacket and gray pants and wears a red t shirt	['man', 'jacket', 'shirt']	['man.n.01', 'jacket.n.01', 'shirt.n.01']
A man wearing a gray jacket and gray pants. 	a man in glasses	A man wearing a gray jacket and gray pants and in glasses	['man', 'jacket', 'glasses']	['man.n.01', 'jacket.n.01', 'spectacles.n.01']
A man wearing a gray jacket and gray pants. 	man wearing silver backpack	A man wearing a gray jacket and gray pants and wearing silver backpack	['man', 'jacket', 'backpack']	['man.n.01', 'jacket.n.01', 'backpack.n.01']
A man wearing a gray jacket and gray pants. 	man is about to cross the road	A man wearing a gray jacket and gray pants and is about to cross the road	['man', 'jacket', 'crosswalk']	['man.n.01', 'jacket.n.01', 'crossing.n.05']
A man wearing a gray jacket and gray pants. 	man has folded sleeves	A man wearing a gray jacket and gray pants and has folded sleeves	['man', 'jacket', 'sleeves']	['man.n.01', 'jacket.n.01', 'sleeve.n.01']
A man wearing a gray jacket and gray pants. 	man is wearing black and white tshirt	A man wearing a gray jacket and gray pants and is wearing black and white tshirt	['man', 'jacket', 'shirt']	['man.n.01', 'jacket.n.01', 'shirt.n.01']
A man wearing a gray jacket and gray pants. 	man is looking at the computer	A man wearing a gray jacket and gray pants and is looking at the computer	['man', 'jacket', 'computer']	['man.n.01', 'jacket.n.01', 'computer.n.01']
A man wearing a gray jacket and gray pants. 	mans hand is on the keyboard	A man wearing a gray jacket and gray pants and hand is on the keyboard	['man', 'jacket', 'hand']	['man.n.01', 'jacket.n.01', 'hand.n.01']
A man wearing a gray jacket and gray pants. 	the man has glasses on 	A man wearing a gray jacket and gray pants and has glasses on	['man', 'jacket', 'glasses']	['man.n.01', 'jacket.n.01', 'spectacles.n.01']
A man wearing a gray jacket and gray pants. 	man has folded his sleeves	A man wearing a gray jacket and gray pants and has folded his sleeves	['man', 'jacket', 'sleeves']	['man.n.01', 'jacket.n.01', 'sleeve.n.01']
A man wearing a gray jacket and gray pants. 	man has folded his sleeves	A man wearing a gray jacket and gray pants and has folded his sleeves	['man', 'jacket', 'sleeve']	['man.n.01', 'jacket.n.01', 'sleeve.n.01']
A man wearing a gray jacket and gray pants. 	man is wearing black pants	A man wearing a gray jacket and gray pants and is wearing black pants	['man', 'jacket', 'pants']	['man.n.01', 'jacket.n.01', 'trouser.n.01']
A man wearing a gray jacket and gray pants. 	man has a white and black tshirt	A man wearing a gray jacket and gray pants and has a white and black tshirt	['man', 'jacket', 'shirt']	['man.n.01', 'jacket.n.01', 'shirt.n.01']
A man wearing a gray jacket and gray pants. 	A man sitting at a desk 	A man wearing a gray jacket and gray pants and sitting at a desk	['man', 'jacket', 'desk']	['man.n.01', 'jacket.n.01', 'desk.n.01']
A man wearing a gray jacket and gray pants. 	the man is using a computer to  the right	A man wearing a gray jacket and gray pants and is using a computer to the right	['man', 'jacket', 'computer']	['man.n.01', 'jacket.n.01', 'computer.n.01']
A man wearing a gray jacket and gray pants. 	a man in a grey shirt	A man wearing a gray jacket and gray pants and in a grey shirt	['man', 'jacket', 'shirt']	['man.n.01', 'jacket.n.01', 'shirt.n.01']
A man wearing a gray jacket and gray pants. 	A man using a computer. 	A man wearing a gray jacket and gray pants and using a computer.	['man', 'jacket', 'computer']	['man.n.01', 'jacket.n.01', 'computer.n.01']
A man wearing a gray jacket and gray pants. 	Man looking at computer	A man wearing a gray jacket and gray pants and looking at computer	['man', 'jacket', 'computer']	['man.n.01', 'jacket.n.01', 'computer.n.01']
A man wearing a gray jacket and gray pants. 	man is wearing grey shirt	A man wearing a gray jacket and gray pants and is wearing grey shirt	['man', 'jacket', 'shirt']	['man.n.01', 'jacket.n.01', 'shirt.n.01']
A man wearing a gray jacket and gray pants. 	man is wearing sneakers	A man wearing a gray jacket and gray pants and is wearing sneakers	['man', 'pants', 'sneakers']	['man.n.01', 'trouser.n.01', 'gym_shoe.n.01']
A man wearing a gray jacket and gray pants. 	A man in a red shirt	A man wearing a gray jacket and gray pants and in a red shirt	['man', 'pants', 'shirt']	['man.n.01', 'trouser.n.01', 'shirt.n.01']
A man wearing a gray jacket and gray pants. 	a man is wearing glasses	A man wearing a gray jacket and gray pants and is wearing glasses	['man', 'pants', 'glasses']	['man.n.01', 'trouser.n.01', 'spectacles.n.01']
A man wearing a gray jacket and gray pants. 	a man wears grey shoes	A man wearing a gray jacket and gray pants and wears grey shoes	['man', 'pants', 'sneakers']	['man.n.01', 'trouser.n.01', 'gym_shoe.n.01']
A man wearing a gray jacket and gray pants. 	a man has brown shoes on 	A man wearing a gray jacket and gray pants and has brown shoes on	['man', 'pants', 'shoes']	['man.n.01', 'trouser.n.01', 'shoe.n.01']
A man wearing a gray jacket and gray pants. 	A man dressed in a red shirt and black pants. 	A man wearing a gray jacket and gray pants and dressed in a red shirt and black pants.	['man', 'pants', 'shirt']	['man.n.01', 'trouser.n.01', 'shirt.n.01']
A man wearing a gray jacket and gray pants. 	A man wearing a gray jacket and gray pants. 	A man wearing a gray jacket and gray pants and wearing a gray jacket and gray pants.	['man', 'pants', 'jacket']	['man.n.01', 'trouser.n.01', 'jacket.n.01']
A man wearing a gray jacket and gray pants. 	man is wearing red tshirt	A man wearing a gray jacket and gray pants and is wearing red tshirt	['man', 'pants', 'shirt']	['man.n.01', 'trouser.n.01', 'shirt.n.01']
A man wearing a gray jacket and gray pants. 	man is holding his chin	A man wearing a gray jacket and gray pants and is holding his chin	['man', 'pants', 'chin']	['man.n.01', 'trouser.n.01', 'chin.n.01']
